flight_id,date,airline,origin,origin_city,dest,dest_city,departure_time,arrival_time,duration,stops,flight_class,price,total_seats,available_seats
FLT1005-20251211-0,2025-12-11,United,NYC,New York,BOS,Boston,17:54,21:19,248,1,Economy,250.6,220,71
FLT1005-20251211-1,2025-12-11,United,NYC,New York,BOS,Boston,09:38,13:53,248,1,Economy,263.28,150,55
FLT1005-20251212-0,2025-12-12,United,NYC,New York,BOS,Boston,07:14,11:18,248,1,Economy,188.0,220,104
FLT1005-20251212-1,2025-12-12,United,NYC,New York,BOS,Boston,17:26,21:10,248,1,Economy,277.93,250,54
FLT1005-20251213-0,2025-12-13,United,NYC,New York,BOS,Boston,14:34,18:52,248,1,Economy,192.92,250,118
FLT1005-20251213-1,2025-12-13,United,NYC,New York,BOS,Boston,09:24,13:01,248,1,Economy,221.04,180,2
FLT1005-20251213-2,2025-12-13,United,NYC,New York,BOS,Boston,21:59,01:03,248,1,Economy,259.77,250,71
FLT1005-20251213-3,2025-12-13,United,NYC,New York,BOS,Boston,10:14,14:35,248,1,Economy,182.44,220,96
FLT1005-20251214-0,2025-12-14,United,NYC,New York,BOS,Boston,06:55,10:03,248,1,Economy,226.44,180,69
FLT1005-20251214-1,2025-12-14,United,NYC,New York,BOS,Boston,22:49,02:25,248,1,Economy,279.4,250,157
FLT1005-20251214-2,2025-12-14,United,NYC,New York,BOS,Boston,18:07,22:38,248,1,Economy,211.11,220,158
FLT1005-20251215-0,2025-12-15,United,NYC,New York,BOS,Boston,22:03,02:16,248,1,Economy,231.95,220,98
FLT1005-20251215-1,2025-12-15,United,NYC,New York,BOS,Boston,08:35,12:01,248,1,Economy,293.53,250,5
FLT1005-20251216-0,2025-12-16,United,NYC,New York,BOS,Boston,12:32,16:20,248,1,Economy,210.41,180,77
FLT1005-20251216-1,2025-12-16,United,NYC,New York,BOS,Boston,14:16,18:13,248,1,Economy,272.9,250,6
FLT1005-20251216-2,2025-12-16,United,NYC,New York,BOS,Boston,06:51,10:33,248,1,Economy,218.84,250,8
FLT1005-20251216-3,2025-12-16,United,NYC,New York,BOS,Boston,11:27,15:31,248,1,Economy,248.14,250,174
FLT1005-20251216-4,2025-12-16,United,NYC,New York,BOS,Boston,20:52,00:19,248,1,Economy,228.64,250,156
FLT1005-20251217-0,2025-12-17,United,NYC,New York,BOS,Boston,06:28,10:13,248,1,Economy,270.2,180,89
FLT1005-20251217-1,2025-12-17,United,NYC,New York,BOS,Boston,11:15,15:46,248,1,Economy,234.95,220,101
FLT1005-20251217-2,2025-12-17,United,NYC,New York,BOS,Boston,13:24,17:25,248,1,Economy,214.48,250,58
FLT1005-20251218-0,2025-12-18,United,NYC,New York,BOS,Boston,09:04,13:56,248,1,Economy,271.37,220,168
FLT1005-20251218-1,2025-12-18,United,NYC,New York,BOS,Boston,13:54,17:36,248,1,Economy,210.27,180,122
FLT1005-20251218-2,2025-12-18,United,NYC,New York,BOS,Boston,08:27,12:42,248,1,Economy,200.04,220,6
FLT1005-20251219-0,2025-12-19,United,NYC,New York,BOS,Boston,20:12,00:11,248,1,Economy,178.96,150,34
FLT1005-20251219-1,2025-12-19,United,NYC,New York,BOS,Boston,08:24,12:25,248,1,Economy,196.78,150,2
FLT1005-20251219-2,2025-12-19,United,NYC,New York,BOS,Boston,21:43,01:13,248,1,Economy,237.37,250,46
FLT1005-20251220-0,2025-12-20,United,NYC,New York,BOS,Boston,15:21,19:44,248,1,Economy,286.21,220,34
FLT1005-20251220-1,2025-12-20,United,NYC,New York,BOS,Boston,08:33,12:54,248,1,Economy,293.74,180,74
FLT1005-20251221-0,2025-12-21,United,NYC,New York,BOS,Boston,08:20,12:29,248,1,Economy,283.13,220,31
FLT1005-20251221-1,2025-12-21,United,NYC,New York,BOS,Boston,21:15,01:22,248,1,Economy,243.35,250,84
FLT1005-20251221-2,2025-12-21,United,NYC,New York,BOS,Boston,09:10,13:33,248,1,Economy,184.05,180,56
FLT1005-20251221-3,2025-12-21,United,NYC,New York,BOS,Boston,21:43,01:00,248,1,Economy,239.51,150,5
FLT1005-20251222-0,2025-12-22,United,NYC,New York,BOS,Boston,07:20,11:35,248,1,Economy,220.07,150,43
FLT1005-20251222-1,2025-12-22,United,NYC,New York,BOS,Boston,10:36,14:31,248,1,Economy,194.49,250,182
FLT1005-20251223-0,2025-12-23,United,NYC,New York,BOS,Boston,16:04,20:00,248,1,Economy,179.99,150,101
FLT1005-20251223-1,2025-12-23,United,NYC,New York,BOS,Boston,21:02,01:09,248,1,Economy,210.22,220,134
FLT1005-20251224-0,2025-12-24,United,NYC,New York,BOS,Boston,07:21,11:31,248,1,Economy,293.4,180,79
FLT1005-20251224-1,2025-12-24,United,NYC,New York,BOS,Boston,19:53,23:45,248,1,Economy,261.18,220,151
FLT1005-20251225-0,2025-12-25,United,NYC,New York,BOS,Boston,06:37,10:38,248,1,Economy,291.2,250,31
FLT1005-20251225-1,2025-12-25,United,NYC,New York,BOS,Boston,12:38,16:56,248,1,Economy,226.82,250,97
FLT1005-20251225-2,2025-12-25,United,NYC,New York,BOS,Boston,22:57,02:04,248,1,Economy,239.1,250,10
FLT1005-20251225-3,2025-12-25,United,NYC,New York,BOS,Boston,18:58,22:03,248,1,Economy,256.67,220,150
FLT1005-20251226-0,2025-12-26,United,NYC,New York,BOS,Boston,12:48,16:24,248,1,Economy,290.24,220,113
FLT1005-20251226-1,2025-12-26,United,NYC,New York,BOS,Boston,22:33,02:34,248,1,Economy,199.56,180,95
FLT1005-20251226-2,2025-12-26,United,NYC,New York,BOS,Boston,06:09,10:47,248,1,Economy,235.88,180,64
FLT1005-20251226-3,2025-12-26,United,NYC,New York,BOS,Boston,22:54,02:13,248,1,Economy,216.79,250,32
FLT1005-20251226-4,2025-12-26,United,NYC,New York,BOS,Boston,16:00,20:53,248,1,Economy,270.75,220,89
FLT1005-20251227-0,2025-12-27,United,NYC,New York,BOS,Boston,21:15,01:47,248,1,Economy,275.59,220,66
FLT1005-20251227-1,2025-12-27,United,NYC,New York,BOS,Boston,21:54,01:59,248,1,Economy,222.89,220,125
FLT1005-20251228-0,2025-12-28,United,NYC,New York,BOS,Boston,19:51,23:04,248,1,Economy,263.9,220,156
FLT1005-20251228-1,2025-12-28,United,NYC,New York,BOS,Boston,14:22,18:20,248,1,Economy,293.91,180,74
FLT1005-20251228-2,2025-12-28,United,NYC,New York,BOS,Boston,07:34,11:03,248,1,Economy,219.35,150,97
FLT1005-20251228-3,2025-12-28,United,NYC,New York,BOS,Boston,20:31,00:38,248,1,Economy,257.77,150,98
FLT1005-20251228-4,2025-12-28,United,NYC,New York,BOS,Boston,18:37,22:19,248,1,Economy,194.14,220,156
FLT1005-20251229-0,2025-12-29,United,NYC,New York,BOS,Boston,17:41,21:47,248,1,Economy,277.17,220,85
FLT1005-20251229-1,2025-12-29,United,NYC,New York,BOS,Boston,09:34,13:28,248,1,Economy,278.0,220,60
FLT1005-20251230-0,2025-12-30,United,NYC,New York,BOS,Boston,19:07,23:07,248,1,Economy,208.12,220,99
FLT1005-20251230-1,2025-12-30,United,NYC,New York,BOS,Boston,18:57,22:05,248,1,Economy,227.09,180,120
FLT1005-20251230-2,2025-12-30,United,NYC,New York,BOS,Boston,20:11,00:09,248,1,Economy,237.08,220,143
FLT1005-20251230-3,2025-12-30,United,NYC,New York,BOS,Boston,12:34,16:15,248,1,Economy,189.39,250,57
FLT1006-20251201-0,2025-12-01,Delta,SEA,Seattle,LAS,Las Vegas,22:13,01:19,200,2,Economy,641.0,250,164
FLT1006-20251201-1,2025-12-01,Delta,SEA,Seattle,LAS,Las Vegas,10:59,13:45,200,2,Economy,583.98,250,1
FLT1006-20251201-2,2025-12-01,Delta,SEA,Seattle,LAS,Las Vegas,19:43,22:17,200,2,Economy,891.82,180,87
FLT1006-20251202-0,2025-12-02,Delta,SEA,Seattle,LAS,Las Vegas,18:07,21:54,200,2,Economy,566.75,250,64
FLT1006-20251202-1,2025-12-02,Delta,SEA,Seattle,LAS,Las Vegas,15:21,18:55,200,2,Economy,787.5,250,137
FLT1006-20251202-2,2025-12-02,Delta,SEA,Seattle,LAS,Las Vegas,11:46,14:25,200,2,Economy,615.07,150,4
FLT1006-20251203-0,2025-12-03,Delta,SEA,Seattle,LAS,Las Vegas,20:09,23:05,200,2,Economy,874.15,180,126
FLT1006-20251203-1,2025-12-03,Delta,SEA,Seattle,LAS,Las Vegas,17:35,20:04,200,2,Economy,852.15,220,70
FLT1006-20251203-2,2025-12-03,Delta,SEA,Seattle,LAS,Las Vegas,18:36,21:30,200,2,Economy,845.13,150,105
FLT1006-20251203-3,2025-12-03,Delta,SEA,Seattle,LAS,Las Vegas,08:02,11:05,200,2,Economy,561.83,220,78
FLT1006-20251204-0,2025-12-04,Delta,SEA,Seattle,LAS,Las Vegas,12:17,15:37,200,2,Economy,712.53,150,85
FLT1006-20251204-1,2025-12-04,Delta,SEA,Seattle,LAS,Las Vegas,16:49,19:21,200,2,Economy,648.63,220,91
FLT1006-20251204-2,2025-12-04,Delta,SEA,Seattle,LAS,Las Vegas,06:11,09:20,200,2,Economy,911.41,180,10
FLT1006-20251204-3,2025-12-04,Delta,SEA,Seattle,LAS,Las Vegas,20:02,23:37,200,2,Economy,625.89,250,59
FLT1006-20251205-0,2025-12-05,Delta,SEA,Seattle,LAS,Las Vegas,15:07,18:03,200,2,Economy,690.82,250,6
FLT1006-20251205-1,2025-12-05,Delta,SEA,Seattle,LAS,Las Vegas,13:18,16:35,200,2,Economy,865.79,250,129
FLT1006-20251205-2,2025-12-05,Delta,SEA,Seattle,LAS,Las Vegas,20:55,23:44,200,2,Economy,709.09,220,137
FLT1006-20251205-3,2025-12-05,Delta,SEA,Seattle,LAS,Las Vegas,21:46,00:15,200,2,Economy,780.02,150,53
FLT1006-20251205-4,2025-12-05,Delta,SEA,Seattle,LAS,Las Vegas,06:23,09:14,200,2,Economy,907.17,250,104
FLT1006-20251206-0,2025-12-06,Delta,SEA,Seattle,LAS,Las Vegas,12:16,15:03,200,2,Economy,738.35,220,49
FLT1006-20251206-1,2025-12-06,Delta,SEA,Seattle,LAS,Las Vegas,12:30,15:05,200,2,Economy,630.88,180,123
FLT1006-20251206-2,2025-12-06,Delta,SEA,Seattle,LAS,Las Vegas,08:35,11:27,200,2,Economy,656.61,220,94
FLT1006-20251207-0,2025-12-07,Delta,SEA,Seattle,LAS,Las Vegas,12:41,15:02,200,2,Economy,876.91,220,174
FLT1006-20251207-1,2025-12-07,Delta,SEA,Seattle,LAS,Las Vegas,12:05,15:51,200,2,Economy,620.76,250,105
FLT1006-20251207-2,2025-12-07,Delta,SEA,Seattle,LAS,Las Vegas,07:54,10:58,200,2,Economy,861.04,220,121
FLT1006-20251207-3,2025-12-07,Delta,SEA,Seattle,LAS,Las Vegas,18:30,21:18,200,2,Economy,760.64,250,84
FLT1006-20251208-0,2025-12-08,Delta,SEA,Seattle,LAS,Las Vegas,16:56,19:34,200,2,Economy,755.8,150,84
FLT1006-20251208-1,2025-12-08,Delta,SEA,Seattle,LAS,Las Vegas,14:00,17:31,200,2,Economy,598.56,250,191
FLT1006-20251208-2,2025-12-08,Delta,SEA,Seattle,LAS,Las Vegas,21:16,00:10,200,2,Economy,812.96,250,97
FLT1006-20251209-0,2025-12-09,Delta,SEA,Seattle,LAS,Las Vegas,14:49,17:39,200,2,Economy,788.08,220,63
FLT1006-20251209-1,2025-12-09,Delta,SEA,Seattle,LAS,Las Vegas,09:53,12:26,200,2,Economy,796.25,150,112
FLT1006-20251209-2,2025-12-09,Delta,SEA,Seattle,LAS,Las Vegas,19:25,22:11,200,2,Economy,800.91,220,130
FLT1006-20251210-0,2025-12-10,Delta,SEA,Seattle,LAS,Las Vegas,18:49,21:15,200,2,Economy,573.6,220,93
FLT1006-20251210-1,2025-12-10,Delta,SEA,Seattle,LAS,Las Vegas,17:49,20:36,200,2,Economy,868.53,150,51
FLT1006-20251210-2,2025-12-10,Delta,SEA,Seattle,LAS,Las Vegas,21:57,00:43,200,2,Economy,768.55,150,63
FLT1006-20251210-3,2025-12-10,Delta,SEA,Seattle,LAS,Las Vegas,08:28,11:39,200,2,Economy,905.88,150,107
FLT1006-20251211-0,2025-12-11,Delta,SEA,Seattle,LAS,Las Vegas,09:49,12:54,200,2,Economy,588.79,180,37
FLT1006-20251211-1,2025-12-11,Delta,SEA,Seattle,LAS,Las Vegas,21:11,00:26,200,2,Economy,680.01,220,71
FLT1006-20251212-0,2025-12-12,Delta,SEA,Seattle,LAS,Las Vegas,11:51,14:23,200,2,Economy,572.68,250,190
FLT1006-20251212-1,2025-12-12,Delta,SEA,Seattle,LAS,Las Vegas,17:29,20:14,200,2,Economy,602.26,220,99
FLT1006-20251212-2,2025-12-12,Delta,SEA,Seattle,LAS,Las Vegas,17:36,20:53,200,2,Economy,692.11,180,30
FLT1006-20251212-3,2025-12-12,Delta,SEA,Seattle,LAS,Las Vegas,10:02,13:06,200,2,Economy,762.69,150,5
FLT1006-20251212-4,2025-12-12,Delta,SEA,Seattle,LAS,Las Vegas,17:27,20:53,200,2,Economy,913.59,150,32
FLT1006-20251213-0,2025-12-13,Delta,SEA,Seattle,LAS,Las Vegas,22:00,01:06,200,2,Economy,656.28,150,85
FLT1006-20251213-1,2025-12-13,Delta,SEA,Seattle,LAS,Las Vegas,18:25,21:30,200,2,Economy,899.69,250,65
FLT1006-20251213-2,2025-12-13,Delta,SEA,Seattle,LAS,Las Vegas,07:53,10:09,200,2,Economy,891.7,150,105
FLT1006-20251213-3,2025-12-13,Delta,SEA,Seattle,LAS,Las Vegas,17:50,20:12,200,2,Economy,615.25,150,4
FLT1006-20251214-0,2025-12-14,Delta,SEA,Seattle,LAS,Las Vegas,14:12,17:52,200,2,Economy,731.3,150,47
FLT1006-20251214-1,2025-12-14,Delta,SEA,Seattle,LAS,Las Vegas,08:45,11:06,200,2,Economy,815.89,180,100
FLT1006-20251214-2,2025-12-14,Delta,SEA,Seattle,LAS,Las Vegas,08:42,11:39,200,2,Economy,733.48,220,88
FLT1006-20251214-3,2025-12-14,Delta,SEA,Seattle,LAS,Las Vegas,12:18,15:01,200,2,Economy,554.07,180,85
FLT1006-20251215-0,2025-12-15,Delta,SEA,Seattle,LAS,Las Vegas,06:59,09:49,200,2,Economy,785.84,220,176
FLT1006-20251215-1,2025-12-15,Delta,SEA,Seattle,LAS,Las Vegas,09:34,12:21,200,2,Economy,907.17,220,77
FLT1006-20251215-2,2025-12-15,Delta,SEA,Seattle,LAS,Las Vegas,15:05,18:46,200,2,Economy,824.05,150,43
FLT1006-20251215-3,2025-12-15,Delta,SEA,Seattle,LAS,Las Vegas,13:32,16:18,200,2,Economy,553.02,220,82
FLT1006-20251216-0,2025-12-16,Delta,SEA,Seattle,LAS,Las Vegas,17:01,20:11,200,2,Economy,652.2,220,91
FLT1006-20251216-1,2025-12-16,Delta,SEA,Seattle,LAS,Las Vegas,17:34,20:07,200,2,Economy,829.19,220,108
FLT1006-20251216-2,2025-12-16,Delta,SEA,Seattle,LAS,Las Vegas,12:48,15:05,200,2,Economy,603.9,220,33
FLT1006-20251217-0,2025-12-17,Delta,SEA,Seattle,LAS,Las Vegas,11:41,14:32,200,2,Economy,756.77,180,8
FLT1006-20251217-1,2025-12-17,Delta,SEA,Seattle,LAS,Las Vegas,06:23,09:51,200,2,Economy,795.56,150,92
FLT1006-20251217-2,2025-12-17,Delta,SEA,Seattle,LAS,Las Vegas,06:07,09:51,200,2,Economy,581.93,150,109
FLT1006-20251217-3,2025-12-17,Delta,SEA,Seattle,LAS,Las Vegas,16:38,19:17,200,2,Economy,590.53,250,3
FLT1006-20251218-0,2025-12-18,Delta,SEA,Seattle,LAS,Las Vegas,16:56,19:43,200,2,Economy,659.86,150,72
FLT1006-20251218-1,2025-12-18,Delta,SEA,Seattle,LAS,Las Vegas,11:52,14:29,200,2,Economy,638.93,220,144
FLT1006-20251218-2,2025-12-18,Delta,SEA,Seattle,LAS,Las Vegas,19:25,22:08,200,2,Economy,676.07,220,57
FLT1006-20251219-0,2025-12-19,Delta,SEA,Seattle,LAS,Las Vegas,14:11,17:51,200,2,Economy,637.4,250,200
FLT1006-20251219-1,2025-12-19,Delta,SEA,Seattle,LAS,Las Vegas,07:19,10:52,200,2,Economy,696.36,250,52
FLT1006-20251219-2,2025-12-19,Delta,SEA,Seattle,LAS,Las Vegas,19:40,22:24,200,2,Economy,863.66,150,120
FLT1006-20251219-3,2025-12-19,Delta,SEA,Seattle,LAS,Las Vegas,18:08,21:55,200,2,Economy,651.93,180,92
FLT1006-20251220-0,2025-12-20,Delta,SEA,Seattle,LAS,Las Vegas,22:52,01:36,200,2,Economy,883.47,250,194
FLT1006-20251220-1,2025-12-20,Delta,SEA,Seattle,LAS,Las Vegas,07:33,10:08,200,2,Economy,687.8,250,92
FLT1006-20251220-2,2025-12-20,Delta,SEA,Seattle,LAS,Las Vegas,22:18,01:28,200,2,Economy,901.91,220,95
FLT1006-20251220-3,2025-12-20,Delta,SEA,Seattle,LAS,Las Vegas,21:47,00:49,200,2,Economy,619.9,250,148
FLT1006-20251220-4,2025-12-20,Delta,SEA,Seattle,LAS,Las Vegas,22:37,01:30,200,2,Economy,666.13,180,114
FLT1006-20251221-0,2025-12-21,Delta,SEA,Seattle,LAS,Las Vegas,07:10,10:10,200,2,Economy,772.84,250,189
FLT1006-20251221-1,2025-12-21,Delta,SEA,Seattle,LAS,Las Vegas,16:25,19:09,200,2,Economy,655.15,250,61
FLT1006-20251221-2,2025-12-21,Delta,SEA,Seattle,LAS,Las Vegas,09:33,12:03,200,2,Economy,572.27,220,66
FLT1006-20251221-3,2025-12-21,Delta,SEA,Seattle,LAS,Las Vegas,11:04,14:07,200,2,Economy,875.82,220,33
FLT1006-20251221-4,2025-12-21,Delta,SEA,Seattle,LAS,Las Vegas,07:30,10:53,200,2,Economy,755.08,180,66
FLT1006-20251222-0,2025-12-22,Delta,SEA,Seattle,LAS,Las Vegas,22:55,01:56,200,2,Economy,819.58,250,84
FLT1006-20251222-1,2025-12-22,Delta,SEA,Seattle,LAS,Las Vegas,07:49,10:15,200,2,Economy,880.36,250,196
FLT1006-20251222-2,2025-12-22,Delta,SEA,Seattle,LAS,Las Vegas,17:09,20:46,200,2,Economy,751.92,180,122
FLT1006-20251222-3,2025-12-22,Delta,SEA,Seattle,LAS,Las Vegas,19:36,22:24,200,2,Economy,831.22,180,87
FLT1006-20251223-0,2025-12-23,Delta,SEA,Seattle,LAS,Las Vegas,16:48,19:47,200,2,Economy,761.13,150,99
FLT1006-20251223-1,2025-12-23,Delta,SEA,Seattle,LAS,Las Vegas,18:13,21:07,200,2,Economy,894.59,180,67
FLT1006-20251224-0,2025-12-24,Delta,SEA,Seattle,LAS,Las Vegas,21:35,00:42,200,2,Economy,687.59,250,199
FLT1006-20251224-1,2025-12-24,Delta,SEA,Seattle,LAS,Las Vegas,12:48,15:30,200,2,Economy,616.54,180,110
FLT1006-20251224-2,2025-12-24,Delta,SEA,Seattle,LAS,Las Vegas,12:45,15:01,200,2,Economy,906.22,180,38
FLT1006-20251224-3,2025-12-24,Delta,SEA,Seattle,LAS,Las Vegas,14:50,17:21,200,2,Economy,860.42,180,5
FLT1006-20251224-4,2025-12-24,Delta,SEA,Seattle,LAS,Las Vegas,18:34,21:47,200,2,Economy,785.33,150,117
FLT1006-20251225-0,2025-12-25,Delta,SEA,Seattle,LAS,Las Vegas,10:35,13:04,200,2,Economy,571.78,150,36
FLT1006-20251225-1,2025-12-25,Delta,SEA,Seattle,LAS,Las Vegas,06:22,09:32,200,2,Economy,915.13,150,110
FLT1006-20251225-2,2025-12-25,Delta,SEA,Seattle,LAS,Las Vegas,07:19,10:29,200,2,Economy,796.09,220,85
FLT1006-20251226-0,2025-12-26,Delta,SEA,Seattle,LAS,Las Vegas,14:55,17:26,200,2,Economy,801.72,180,98
FLT1006-20251226-1,2025-12-26,Delta,SEA,Seattle,LAS,Las Vegas,09:41,12:39,200,2,Economy,831.15,150,58
FLT1006-20251226-2,2025-12-26,Delta,SEA,Seattle,LAS,Las Vegas,11:15,14:04,200,2,Economy,725.84,180,50
FLT1006-20251227-0,2025-12-27,Delta,SEA,Seattle,LAS,Las Vegas,19:44,22:43,200,2,Economy,734.49,220,81
FLT1006-20251227-1,2025-12-27,Delta,SEA,Seattle,LAS,Las Vegas,06:03,09:09,200,2,Economy,760.77,150,44
FLT1006-20251227-2,2025-12-27,Delta,SEA,Seattle,LAS,Las Vegas,14:58,17:23,200,2,Economy,594.99,220,71
FLT1006-20251227-3,2025-12-27,Delta,SEA,Seattle,LAS,Las Vegas,07:23,10:37,200,2,Economy,615.08,150,97
FLT1006-20251227-4,2025-12-27,Delta,SEA,Seattle,LAS,Las Vegas,21:30,00:12,200,2,Economy,579.36,250,200
FLT1006-20251228-0,2025-12-28,Delta,SEA,Seattle,LAS,Las Vegas,08:23,11:17,200,2,Economy,583.56,220,62
FLT1006-20251228-1,2025-12-28,Delta,SEA,Seattle,LAS,Las Vegas,11:43,14:16,200,2,Economy,656.79,150,119
FLT1006-20251228-2,2025-12-28,Delta,SEA,Seattle,LAS,Las Vegas,16:59,19:16,200,2,Economy,610.04,180,105
FLT1006-20251228-3,2025-12-28,Delta,SEA,Seattle,LAS,Las Vegas,15:17,18:59,200,2,Economy,790.93,250,117
FLT1006-20251228-4,2025-12-28,Delta,SEA,Seattle,LAS,Las Vegas,07:18,10:29,200,2,Economy,909.62,220,30
FLT1006-20251229-0,2025-12-29,Delta,SEA,Seattle,LAS,Las Vegas,13:54,16:54,200,2,Economy,808.09,180,77
FLT1006-20251229-1,2025-12-29,Delta,SEA,Seattle,LAS,Las Vegas,14:56,17:56,200,2,Economy,912.71,180,126
FLT1006-20251229-2,2025-12-29,Delta,SEA,Seattle,LAS,Las Vegas,13:31,16:43,200,2,Economy,804.25,180,78
FLT1006-20251230-0,2025-12-30,Delta,SEA,Seattle,LAS,Las Vegas,12:15,15:42,200,2,Economy,770.42,150,41
FLT1006-20251230-1,2025-12-30,Delta,SEA,Seattle,LAS,Las Vegas,11:41,14:46,200,2,Economy,852.29,250,139
FLT1006-20251230-2,2025-12-30,Delta,SEA,Seattle,LAS,Las Vegas,17:44,20:40,200,2,Economy,830.92,180,45
FLT1007-20251201-0,2025-12-01,Alaska,SFO,San Francisco,LAS,Las Vegas,08:47,11:46,235,2,Economy,629.39,180,97
FLT1007-20251201-1,2025-12-01,Alaska,SFO,San Francisco,LAS,Las Vegas,12:11,15:54,235,2,Economy,421.38,180,136
FLT1007-20251201-2,2025-12-01,Alaska,SFO,San Francisco,LAS,Las Vegas,21:45,00:16,235,2,Economy,475.58,180,8
FLT1007-20251201-3,2025-12-01,Alaska,SFO,San Francisco,LAS,Las Vegas,16:20,19:26,235,2,Economy,453.58,150,31
FLT1007-20251202-0,2025-12-02,Alaska,SFO,San Francisco,LAS,Las Vegas,17:03,20:26,235,2,Economy,389.43,220,42
FLT1007-20251202-1,2025-12-02,Alaska,SFO,San Francisco,LAS,Las Vegas,10:53,13:57,235,2,Economy,404.65,220,108
FLT1007-20251202-2,2025-12-02,Alaska,SFO,San Francisco,LAS,Las Vegas,21:11,00:43,235,2,Economy,494.73,180,118
FLT1007-20251202-3,2025-12-02,Alaska,SFO,San Francisco,LAS,Las Vegas,11:28,14:20,235,2,Economy,540.5,180,143
FLT1007-20251203-0,2025-12-03,Alaska,SFO,San Francisco,LAS,Las Vegas,09:36,12:40,235,2,Economy,413.99,150,70
FLT1007-20251203-1,2025-12-03,Alaska,SFO,San Francisco,LAS,Las Vegas,10:57,13:02,235,2,Economy,571.55,250,200
FLT1007-20251204-0,2025-12-04,Alaska,SFO,San Francisco,LAS,Las Vegas,20:16,23:19,235,2,Economy,529.92,220,6
FLT1007-20251204-1,2025-12-04,Alaska,SFO,San Francisco,LAS,Las Vegas,11:15,14:39,235,2,Economy,509.25,180,9
FLT1007-20251204-2,2025-12-04,Alaska,SFO,San Francisco,LAS,Las Vegas,17:48,20:30,235,2,Economy,577.07,220,4
FLT1007-20251204-3,2025-12-04,Alaska,SFO,San Francisco,LAS,Las Vegas,12:58,15:40,235,2,Economy,612.82,180,93
FLT1007-20251205-0,2025-12-05,Alaska,SFO,San Francisco,LAS,Las Vegas,19:53,22:57,235,2,Economy,480.05,250,59
FLT1007-20251205-1,2025-12-05,Alaska,SFO,San Francisco,LAS,Las Vegas,22:54,01:40,235,2,Economy,460.85,180,50
FLT1007-20251205-2,2025-12-05,Alaska,SFO,San Francisco,LAS,Las Vegas,22:14,01:19,235,2,Economy,439.93,250,199
FLT1007-20251205-3,2025-12-05,Alaska,SFO,San Francisco,LAS,Las Vegas,06:22,09:29,235,2,Economy,489.05,150,38
FLT1007-20251206-0,2025-12-06,Alaska,SFO,San Francisco,LAS,Las Vegas,18:56,21:38,235,2,Economy,625.7,180,62
FLT1007-20251206-1,2025-12-06,Alaska,SFO,San Francisco,LAS,Las Vegas,09:32,12:31,235,2,Economy,517.12,150,86
FLT1007-20251206-2,2025-12-06,Alaska,SFO,San Francisco,LAS,Las Vegas,12:00,15:47,235,2,Economy,618.49,220,89
FLT1007-20251207-0,2025-12-07,Alaska,SFO,San Francisco,LAS,Las Vegas,17:43,20:52,235,2,Economy,615.13,150,64
FLT1007-20251207-1,2025-12-07,Alaska,SFO,San Francisco,LAS,Las Vegas,09:14,12:18,235,2,Economy,562.62,150,119
FLT1007-20251207-2,2025-12-07,Alaska,SFO,San Francisco,LAS,Las Vegas,10:26,13:44,235,2,Economy,402.82,150,60
FLT1007-20251207-3,2025-12-07,Alaska,SFO,San Francisco,LAS,Las Vegas,10:18,13:05,235,2,Economy,582.01,250,184
FLT1007-20251207-4,2025-12-07,Alaska,SFO,San Francisco,LAS,Las Vegas,22:08,01:07,235,2,Economy,591.03,250,165
FLT1007-20251208-0,2025-12-08,Alaska,SFO,San Francisco,LAS,Las Vegas,07:31,10:23,235,2,Economy,601.22,220,147
FLT1007-20251208-1,2025-12-08,Alaska,SFO,San Francisco,LAS,Las Vegas,18:33,21:25,235,2,Economy,390.51,180,32
FLT1007-20251209-0,2025-12-09,Alaska,SFO,San Francisco,LAS,Las Vegas,21:32,00:56,235,2,Economy,404.94,250,6
FLT1007-20251209-1,2025-12-09,Alaska,SFO,San Francisco,LAS,Las Vegas,16:42,19:50,235,2,Economy,402.11,250,125
FLT1007-20251209-2,2025-12-09,Alaska,SFO,San Francisco,LAS,Las Vegas,09:24,12:12,235,2,Economy,434.58,220,49
FLT1007-20251209-3,2025-12-09,Alaska,SFO,San Francisco,LAS,Las Vegas,20:16,23:45,235,2,Economy,515.48,150,111
FLT1007-20251210-0,2025-12-10,Alaska,SFO,San Francisco,LAS,Las Vegas,11:05,14:50,235,2,Economy,537.97,150,8
FLT1007-20251210-1,2025-12-10,Alaska,SFO,San Francisco,LAS,Las Vegas,19:22,22:24,235,2,Economy,512.04,150,53
FLT1007-20251210-2,2025-12-10,Alaska,SFO,San Francisco,LAS,Las Vegas,16:56,19:42,235,2,Economy,420.13,180,89
FLT1007-20251210-3,2025-12-10,Alaska,SFO,San Francisco,LAS,Las Vegas,08:34,11:45,235,2,Economy,398.08,150,82
FLT1007-20251210-4,2025-12-10,Alaska,SFO,San Francisco,LAS,Las Vegas,16:15,19:06,235,2,Economy,605.69,250,158
FLT1007-20251211-0,2025-12-11,Alaska,SFO,San Francisco,LAS,Las Vegas,11:24,14:20,235,2,Economy,603.71,220,119
FLT1007-20251211-1,2025-12-11,Alaska,SFO,San Francisco,LAS,Las Vegas,17:11,20:12,235,2,Economy,470.87,220,66
FLT1007-20251212-0,2025-12-12,Alaska,SFO,San Francisco,LAS,Las Vegas,20:38,23:57,235,2,Economy,529.46,250,47
